course_no,course_name,dept_code,dept_name,completion_type_code,completion_type,first_year,first_term,latest_year,latest_term,section_count
BNG3025,바이오포토닉스,H0004701,바이오메디컬공학전공,722,전공심화,2024,2,2026,2,3
BNG3026,생체의역학및전자기적이해,H0004701,바이오메디컬공학전공,722,전공심화,2025,1,2025,1,1
BNG4004,생체시스템설계프로젝트,H0004701,바이오메디컬공학전공,721,전공핵심,2024,2,2026,2,3
BNG4012,생체전자기학,H0002567,생체공학전공,722,전공심화,2024,1,2024,1,1
BNG4013,의학영상기기,H0004701,바이오메디컬공학전공,722,전공심화,2024,1,2026,1,4
BNG4019,생체공학종합설계1,H0002567,생체공학전공,721,전공핵심,2024,1,2024,1,1
BNG4019,바이오메디컬종합설계1,H0004701,바이오메디컬공학전공,721,전공핵심,2025,1,2026,1,3
BNG4020,생체공학종합설계2,H0002567,생체공학전공,721,전공핵심,2024,2,2024,2,1
BNG4020,바이오메디컬종합설계2,H0004701,바이오메디컬공학전공,721,전공핵심,2025,2,2026,2,2
BNG4021,AI생체정보패턴인식,H0002567,생체공학전공,722,전공심화,2024,1,2024,1,1
BNG4021,AI생체정보패턴인식,H0004701,바이오메디컬공학전공,722,전공심화,2025,1,2025,1,2
BNG4022,의료기기,H0004701,바이오메디컬공학전공,722,전공심화,2025,2,2026,2,2
BNG4023,생체아날로그회로,H0002567,생체공학전공,722,전공심화,2024,1,2024,1,1
BNG4023,생체아날로그회로,H0004701,바이오메디컬공학전공,722,전공심화,2025,1,2025,1,2
BTN2002,생명공학입문,H0003831,생명공학과,721,전공핵심,2024,1,2025,1,2
BTN3003,나노바이러스공학,H0003831,생명공학과,722,전공심화,2024,2,2026,2,3
BTN3004,생체분자공학,H0003831,생명공학과,722,전공심화,2024,1,2026,1,3
BTN3005,생물공정,H0003831,생명공학과,722,전공심화,2024,2,2026,2,3
BTN4003,생명의약전달시스템,H0003831,생명공학과,722,전공심화,2024,1,2026,1,3
BTN4005,생물나노소재,H0003831,생명공학과,722,전공심화,2024,2,2025,2,2
BTN4008,단백질효소공학,H0003831,생명공학과,722,전공심화,2024,1,2026,1,3
BTN4009,응용유전학,H0003831,생명공학과,721,전공핵심,2025,2,2026,2,2
BTN4009,응용유전학,H0003831,생명공학과,722,전공심화,2025,2,2026,2,2
BTN4010,생명공학분석,H0003831,생명공학과,722,전공심화,2024,2,2024,2,1
BTN4014,생명공학종합설계1,H0003831,생명공학과,722,전공심화,2024,1,2026,1,6
BTN4015,생명공학종합설계2,H0003831,생명공학과,722,전공심화,2024,2,2026,2,6
BTN4016,항암유전자치료제의정제/생산및분석실습,H0003831,생명공학과,722,전공심화,2024,1,2026,1,3
BUS1003,재무회계1,H0002894,경영학부,727,전공기초(필수),2024,1,2026,1,77
BUS1003,재무회계1,H0002895,파이낸스경영학과,727,전공기초(필수),2024,2,2026,2,3
BUS1004,재무회계2,H0002894,경영학부,721,전공핵심,2024,2,2026,2,24
BUS1004,재무회계2,H0002894,경영학부,722,전공심화,2025,2,2026,2,2
BUS1004,재무회계2,H0002895,파이낸스경영학과,722,전공심화,2024,2,2024,2,1
BUS1013,금융시장의이해,H0002895,파이낸스경영학과,721,전공핵심,2024,2,2026,2,3
BUS1057,커리어디자인1,H0002894,경영학부,111,교양필수,2024,2,2026,2,55
BUS1057,커리어디자인1,H0002895,파이낸스경영학과,111,교양필수,2024,2,2026,2,3
BUS1059,경영의이해,H0002894,경영학부,111,교양필수,2024,1,2026,1,82
BUS1059,경영의이해,H0002895,파이낸스경영학과,111,교양필수,2024,1,2026,1,3
BUS1060,경제의이해,H0002894,경영학부,721,전공핵심,2024,1,2026,1,38
BUS1060,경제의이해,H0002895,파이낸스경영학과,727,전공기초(필수),2024,1,2026,1,3
BUS1061,회계의이해,H0002894,경영학부,111,교양필수,2024,2,2026,2,88
BUS1061,회계의이해,H0002895,파이낸스경영학과,111,교양필수,2024,2,2026,2,3
BUS1061,회계의이해,H0002950,중국경제통상전공,721,전공핵심,2025,1,2025,1,1
BUS1062,경영통계응용,H0002894,경영학부,111,교양필수,2024,2,2026,2,88
BUS1063,금융수리통계,H0002895,파이낸스경영학과,727,전공기초(필수),2024,2,2026,2,3
BUS2002,계량경영,H0002894,경영학부,721,전공핵심,2024,2,2026,2,33
BUS2003,마케팅관리,H0002894,경영학부,727,전공기초(필수),2024,2,2026,2,88
BUS2003,마케팅관리,H0002895,파이낸스경영학과,727,전공기초(필수),2024,1,2026,1,7
BUS2003,마케팅관리,H0002920,국제학부,721,전공핵심,2024,1,2024,1,1
BUS2003,마케팅관리,H0005063,국제학부,721,전공핵심,2025,1,2026,1,2
BUS2022,재무제표분석,H0002894,경영학부,722,전공심화,2024,1,2026,1,16
BUS2034,오퍼레이션관리,H0002894,경영학부,727,전공기초(필수),2024,1,2026,1,88
BUS2035,글로벌기업관리론,H0002894,경영학부,721,전공핵심,2024,1,2026,1,58
BUS2062,인적자원및조직개발론,H0002894,경영학부,722,전공심화,2024,2,2026,2,22
BUS2063,세법개론,H0002894,경영학부,721,전공핵심,2024,1,2026,1,22
BUS2064,비즈니스데이터개론,H0002894,경영학부,721,전공핵심,2024,1,2026,1,11
BUS2071,인터넷과e-비즈니스,H0002894,경영학부,721,전공핵심,2024,2,2026,2,11
BUS2072,미시경제이론,H0002895,파이낸스경영학과,721,전공핵심,2024,1,2026,1,3
BUS2073,거시경제이론,H0002895,파이낸스경영학과,721,전공핵심,2024,2,2026,2,3
BUS2076,기업법개론,H0002894,경영학부,721,전공핵심,2024,2,2026,2,11
BUS3002,재무관리,H0002867,정보시스템학과,721,전공핵심,2024,2,2026,2,3
BUS3002,재무관리,H0002894,경영학부,727,전공기초(필수),2024,2,2026,2,77
BUS3002,재무관리,H0002895,파이낸스경영학과,727,전공기초(필수),2024,1,2026,1,6
BUS3003,조직행동,H0002894,경영학부,727,전공기초(필수),2024,2,2026,2,66
BUS3003,조직행동,H0002895,파이낸스경영학과,727,전공기초(필수),2024,1,2026,1,7
BUS3004,인사관리,H0002894,경영학부,721,전공핵심,2024,2,2026,2,27
BUS3007,마케팅조사,H0002894,경영학부,721,전공핵심,2024,1,2026,1,48
BUS3009,국제경영,H0002894,경영학부,727,전공기초(필수),2024,2,2026,2,72
BUS3014,소비자행동,H0002894,경영학부,721,전공핵심,2024,1,2026,1,38
BUS3021,품질경영,H0002563,산업공학과,721,전공핵심,2024,1,2026,1,3
BUS3021,품질경영,H0002894,경영학부,722,전공심화,2024,2,2026,2,53
BUS3022,국제재무론,H0002894,경영학부,722,전공심화,2024,1,2026,1,27
BUS3023,파생증권론,H0002894,경영학부,721,전공핵심,2024,2,2024,2,5
BUS3023,파생증권론,H0002895,파이낸스경영학과,721,전공핵심,2024,2,2026,2,9
BUS3026,마케팅전략론,H0002894,경영학부,722,전공심화,2024,1,2026,1,17
BUS3039,벤처창업론,H0002894,경영학부,721,전공핵심,2024,1,2026,1,37
BUS3049,전략적마케팅커뮤니케이션,H0002894,경영학부,722,전공심화,2024,2,2026,2,44
BUS3068,혁신전략론,H0002894,경영학부,721,전공핵심,2024,2,2026,2,39
BUS3071,글로벌브랜드관리론,H0002894,경영학부,722,전공심화,2024,1,2026,1,12
BUS3080,서비스마케팅,H0002894,경영학부,722,전공심화,2024,1,2026,1,43
BUS3082,기초금융데이터분석,H0002895,파이낸스경영학과,721,전공핵심,2024,1,2026,1,4
BUS3083,대체투자론,H0002895,파이낸스경영학과,722,전공심화,2024,1,2026,1,3
BUS3084,채권금융론,H0002895,파이낸스경영학과,721,전공핵심,2024,2,2026,2,3
BUS3084,채권금융론,H0002895,파이낸스경영학과,722,전공심화,2024,2,2026,2,11
BUS3089,비즈니스데이터분석,H0002895,파이낸스경영학과,721,전공핵심,2024,1,2025,1,2
BUS3095,재무사례연구,H0002895,파이낸스경영학과,722,전공심화,2024,2,2026,2,3
BUS3099,경영데이터마이닝,H0002894,경영학부,722,전공심화,2024,2,2026,2,11
BUS3101,재무금융시계열분석,H0002895,파이낸스경영학과,721,전공핵심,2024,2,2026,2,3
BUS3102,조직관리,H0002894,경영학부,721,전공핵심,2024,1,2026,1,43
BUS3103,공급사슬경영과스마트로지스틱스,H0002894,경영학부,722,전공심화,2024,1,2026,1,54
BUS3104,기업가치평가,H0002895,파이낸스경영학과,722,전공심화,2024,1,2026,1,3
BUS3105,시장미시구조,H0002895,파이낸스경영학과,722,전공심화,2025,2,2025,2,1
BUS3107,인공지능과비즈니스,H0002894,경영학부,722,전공심화,2024,1,2026,1,18
BUS3114,협상과전략적커뮤니케이션,H0002894,경영학부,722,전공심화,2024,1,2025,1,10
BUS3115,비즈니스분석프로그래밍,H0002894,경영학부,721,전공핵심,2024,2,2026,2,11
BUS3116,고급금융데이터분석,H0002895,파이낸스경영학과,722,전공심화,2024,1,2026,1,3
BUS3118,응용통계와데이터애널리틱스,H0002894,경영학부,721,전공핵심,2024,1,2026,1,28
BUS3119,디지털마케팅전략,H0002894,경영학부,722,전공심화,2024,2,2026,2,11
BUS3120,글로벌환경과호스피탈리티마케팅,H0002894,경영학부,722,전공심화,2025,1,2025,1,5
BUS4003,투자론,H0002894,경영학부,721,전공핵심,2024,1,2026,1,43
BUS4003,투자론,H0002895,파이낸스경영학과,727,전공기초(필수),2024,2,2026,2,3
BUS4005,경영정보시스템,H0002894,경영학부,727,전공기초(필수),2024,1,2026,1,87
BUS4005,경영정보시스템,H0002895,파이낸스경영학과,722,전공심화,2024,2,2026,2,5
BUS4006,노사관계,H0002894,경영학부,722,전공심화,2024,1,2026,1,28
BUS4007,경영학특강,H0002894,경영학부,722,전공심화,2024,2,2026,2,13
BUS4007,경영학특강,H0002895,파이낸스경영학과,722,전공심화,2026,1,2026,1,1
BUS4009,금융기관론,H0002894,경영학부,721,전공핵심,2024,1,2025,1,2
BUS4009,금융기관론,H0002894,경영학부,722,전공심화,2024,1,2025,1,10
BUS4009,금융기관론,H0002895,파이낸스경영학과,721,전공핵심,2026,1,2026,1,1
BUS4012,기업재무론,H0002895,파이낸스경영학과,721,전공핵심,2024,1,2026,1,3
BUS4012,기업재무론,H0002895,파이낸스경영학과,722,전공심화,2024,1,2025,1,10
BUS4017,서비스운영관리,H0002894,경영학부,721,전공핵심,2024,2,2026,2,49
BUS4019,전략경영론,H0002894,경영학부,727,전공기초(필수),2024,1,2026,1,102
BUS4019,전략경영론,H0002895,파이낸스경영학과,722,전공심화,2024,2,2025,2,4
BUS4026,국제경영전략,H0002894,경영학부,722,전공심화,2024,1,2026,1,16
BUS4041,창업론,H0002867,정보시스템학과,722,전공심화,2024,1,2025,1,2
BUS4070,유통관리,H0002894,경영학부,722,전공심화,2024,1,2025,1,10
BUS4078,프로젝트경영,H0002894,경영학부,722,전공심화,2024,1,2025,1,45
BUS4081,금융윤리,H0002895,파이낸스경영학과,722,전공심화,2024,1,2026,1,3
BUS4082,디지털비즈니스모델과전략,H0002894,경영학부,722,전공심화,2024,1,2026,1,16
BUS4083,정보기술과데이터전략,H0002894,경영학부,722,전공심화,2024,2,2025,2,10
BUS4084,중국비즈니스전략,H0002894,경영학부,722,전공심화,2024,2,2026,2,11
BUS4085,경쟁전략론,H0002894,경영학부,722,전공심화,2024,2,2025,2,10
BUS4100,학부연구학점,H0002894,경영학부,722,전공심화,2024,1,2026,1,13
BUS4105,기업윤리와지속가능경영,H0002894,경영학부,722,전공심화,2024,2,2026,2,11
BUS4111,보험과위험관리,H0002895,파이낸스경영학과,722,전공심화,2024,1,2026,1,3
BUS4113,비즈니스프로젝트학기,H0002894,경영학부,722,전공심화,2024,1,2026,1,11
BUS4113,비즈니스프로젝트학기,H0002895,파이낸스경영학과,722,전공심화,2024,2,2026,2,3
BUS4114,보상관리론,H0002894,경영학부,722,전공심화,2024,1,2026,1,16
BUS4116,회계데이터애널리틱스,H0002894,경영학부,722,전공심화,2024,1,2025,1,10
BUS5005,행동재무론,H0002895,파이낸스경영학과,722,전공심화,2024,2,2026,2,3
BUS5007,고급투자론,H0002895,파이낸스경영학과,721,전공핵심,2024,1,2026,1,3
BUS5007,고급투자론,H0002895,파이낸스경영학과,722,전공심화,2024,1,2026,1,11
BUS5009,지식경영과의사결정,H0002894,경영학부,722,전공심화,2024,2,2026,2,6
BUS5011,ESG경영전략,H0002894,경영학부,722,전공심화,2024,2,2026,2,11
BUS5017,경영종합연구(캡스톤디자인),H0002894,경영학부,722,전공심화,2024,1,2026,1,11
C-T1005,패션과색채,H0003583,의류학과,721,전공핵심,2024,1,2025,1,5
C-T2013,패션디자인드로잉,H0003583,의류학과,721,전공핵심,2024,2,2026,1,7
C-T2020,패턴메이킹,H0003583,의류학과,727,전공기초(필수),2024,2,2026,2,6
C-T2021,의복재료,H0003583,의류학과,727,전공기초(필수),2024,1,2026,1,3
C-T2022,염색가공과신소재,H0003583,의류학과,721,전공핵심,2024,2,2026,2,3
C-T2023,디자인문화와패션,H0003583,의류학과,727,전공기초(필수),2024,1,2026,2,3
C-T2025,기초의복구성,H0003583,의류학과,727,전공기초(필수),2024,2,2026,1,7
C-T3001,서양복식사,H0003583,의류학과,727,전공기초(필수),2024,1,2026,1,3
C-T3027,의복구성,H0003583,의류학과,721,전공핵심,2024,1,2025,1,4
C-T3029,드레이핑,H0003583,의류학과,721,전공핵심,2024,1,2026,1,8
C-T3033,한국전통복식,H0003583,의류학과,721,전공핵심,2024,1,2026,1,3
C-T3034,패션디자인스튜디오,H0003583,의류학과,721,전공핵심,2024,2,2026,1,5
C-T3035,의류소재기획,H0003583,의류학과,721,전공핵심,2024,1,2026,1,3
C-T3036,패션디자인스튜디오2,H0003583,의류학과,722,전공심화,2024,1,2025,1,2
C-T3037,패션사회심리,H0003583,의류학과,721,전공핵심,2024,1,2026,1,3
C-T3044,테크니컬디자인,H0003583,의류학과,722,전공심화,2024,2,2025,2,2
C-T3045,디지털패션콘텐츠개발,H0003583,의류학과,722,전공심화,2024,2,2026,2,6
C-T3046,버츄얼패션콘텐츠개발,H0003583,의류학과,722,전공심화,2024,1,2026,1,3
C-T3048,지능형텍스타일소재,H0003583,의류학과,722,전공심화,2025,2,2026,2,2
C-T3049,스마트휴먼테크의류,H0003583,의류학과,721,전공핵심,2024,1,2025,1,2
C-T3050,패션리테일어낼리틱스,H0003583,의류학과,722,전공심화,2024,2,2026,2,3
C-T3051,비주얼커뮤니케이션&머천다이징,H0003583,의류학과,722,전공심화,2024,1,2026,1,3
C-T4024,패션마케팅과브랜딩,H0003583,의류학과,721,전공핵심,2024,2,2026,2,6
C-T4025,의복과환경,H0003583,의류학과,722,전공심화,2024,2,2026,2,3
C-T4031,패션문화데이터마이닝연구(종합설계),H0003583,의류학과,722,전공심화,2024,1,2026,1,3
C-T4032,캡스톤디자인스튜디오,H0003583,의류학과,722,전공심화,2024,1,2026,1,6
C-T4033,패션유통론,H0003583,의류학과,722,전공심화,2024,1,2026,1,3
C-T4034,의류제품분석및평가,H0003583,의류학과,722,전공심화,2024,2,2026,2,3
C-T4036,글로벌패션산업,H0003583,의류학과,722,전공심화,2024,2,2026,2,3
C-T4037,패션과미디어,H0003583,의류학과,722,전공심화,2024,1,2025,1,2
C-T4042,의류학과연구실현장실습4,H0003583,의류학과,722,전공심화,2024,2,2026,2,4
C-T4043,패션미디어와스토리텔링,H0003583,의류학과,722,전공심화,2026,1,2026,1,1
CEC0001,중국경제론,H0002950,중국경제통상전공,722,전공심화,2024,2,2026,2,2
CEC0002,현대중국사회의이해,H0002950,중국경제통상전공,722,전공심화,2024,2,2026,2,3
CEC0008,중국의권력구조와정부조직,H0002950,중국경제통상전공,722,전공심화,2024,1,2025,1,2
CEC0012,중국통상실무,H0002950,중국경제통상전공,721,전공핵심,2024,1,2026,1,3
CEC0013,무역중국어,H0002950,중국경제통상전공,722,전공심화,2024,2,2026,2,3
CEC0014,중국지역경제의이해,H0002950,중국경제통상전공,721,전공핵심,2026,2,2026,2,1
CEC0016,중국문화콘텐츠의이해,H0002950,중국경제통상전공,721,전공핵심,2024,2,2026,2,3
CEC0017,중국전통인재론과리더십,H0002950,중국경제통상전공,722,전공심화,2024,2,2026,2,3
CEC0018,중국외교정책론,H0002950,중국경제통상전공,721,전공핵심,2024,2,2026,2,3
CEC0019,영상으로이해하는중국사회문화,H0002950,중국경제통상전공,722,전공심화,2024,1,2026,1,3
CEC0020,중국기업의이해,H0002950,중국경제통상전공,722,전공심화,2024,2,2026,2,3
CEC2001,거시경제학입문,H0002950,중국경제통상전공,721,전공핵심,2024,2,2026,2,3
CEC2002,미시경제학입문,H0002950,중국경제통상전공,721,전공핵심,2024,1,2026,1,3
CEC3000,중국기업의이해2,H0002950,중국경제통상전공,722,전공심화,2024,1,2026,1,3
CEC3001,중국사회현안세미나,H0002950,중국경제통상전공,721,전공핵심,2024,2,2025,2,2
CEC4001,중국산업론,H0002950,중국경제통상전공,722,전공심화,2024,2,2025,2,2
CEC4002,AI시대중국의경제정책,H0002950,중국경제통상전공,722,전공심화,2026,2,2026,2,1
CED1004,세계시민교육론,H0002718,교육학과,111,교양필수,2024,2,2024,2,2
CED1004,세계시민교육론,H0002719,국어교육과,111,교양필수,2024,2,2024,2,2
CED1004,세계시민교육론,H0002720,영어교육과,111,교양필수,2024,2,2024,2,2
CED2012,교육학교과교육론,H0002718,교육학과,721,전공핵심,2024,2,2026,2,3
CHE1001,화학공학개론,H0003830,화학공학과,727,전공기초(필수),2024,2,2026,2,3
CHE2001,공업물리화학1,H0002525,유기나노공학과,721,전공핵심,2024,1,2026,1,3
CHE2001,공업물리화학1,H0002530,에너지공학과,721,전공핵심,2024,1,2026,1,6
CHE2001,공업물리화학1,H0003831,생명공학과,721,전공핵심,2024,1,2026,1,3
